max_depth,n_estimators,label,workload,regular_accuracy,custom_accuracy,slowdown,energy_savings
5,10,off_path_reason,xgboost,,0.5338489060783262,0.029437683242224767,0.10266374852377222
5,10,off_path,all,0.777571052631579,,,
5,10,off_path,clang,0.8190319444444445,,,
5,10,off_path,gcc,0.5574375886524823,,,
5,10,off_path,mysql,0.8586717948717949,,,
5,10,off_path,mongodb,0.7295175824175825,,,
5,10,off_path,postgres,0.9054882352941176,,,
5,10,off_path,verilator,0.6960383177570093,,,
5,10,off_path,xgboost,0.8689896946564886,,,
5,10,off_path,all,,0.8667318188200441,0.004204606789398124,0.11872110145033443
5,10,off_path,clang,,0.8288455309382762,0.026275531033283187,0.16130890620648938
5,10,off_path,gcc,,0.6461096162403042,0.06925472581864504,0.21994632648594825
5,10,off_path,mysql,,0.8715190980656945,0.023782097823423047,0.19214141753167754
5,10,off_path,mongodb,,0.7848463105994405,0.038632505430871315,0.18698775097878187
5,10,off_path,postgres,,0.889877838181909,0.023562766370023008,0.2228772491788707
5,10,off_path,verilator,,0.725415439200481,0.014777489679286618,0.12666909014044195
5,10,off_path,xgboost,,0.734736784186629,2.655045304362501e-06,0.10078376204210414
5,1,off_path_reason,all,0.9114653110047847,,,
5,1,off_path_reason,clang,0.9913541666666666,,,
5,1,off_path_reason,gcc,0.9754,,,
5,1,off_path_reason,mysql,0.9722653846153846,,,
5,1,off_path_reason,mongodb,0.9566593406593407,,,
5,1,off_path_reason,postgres,0.9881270588235294,,,
5,1,off_path_reason,verilator,0.8259878504672897,,,
5,1,off_path_reason,xgboost,0.8313431297709923,,,
5,1,off_path_reason,all,,0.758099103668093,0.01816049569828296,0.11520561152357149
5,1,off_path_reason,clang,,0.8258801530376223,0.027139642039120976,0.16168990549652165
5,1,off_path_reason,gcc,,0.6118370159775031,0.07963657744084655,0.222334808464954
5,1,off_path_reason,mysql,,0.8707200438756477,0.023950582935294402,0.19215554203327095
5,1,off_path_reason,mongodb,,0.7844044443452538,0.03871824606444876,0.186989968028501
5,1,off_path_reason,postgres,,0.888710207430072,0.023849486091306122,0.22290244343066962
5,1,off_path_reason,verilator,,0.5380713648757582,0.047540718256520544,0.1305354588214894
5,1,off_path_reason,xgboost,,0.5338489060783262,0.029437683242224767,0.10266374852377222
5,1,off_path,all,0.7678468899521531,,,
5,1,off_path,clang,0.8186597222222223,,,
5,1,off_path,gcc,0.5581765957446808,,,
5,1,off_path,mysql,0.8604410256410256,,,
5,1,off_path,mongodb,0.7305725274725274,,,
5,1,off_path,postgres,0.9066576470588236,,,
5,1,off_path,verilator,0.7675523364485981,,,
5,1,off_path,xgboost,0.8071874045801527,,,
5,1,off_path,all,,0.8959069857852435,0.0039882627301306844,0.12191509459599112
5,1,off_path,clang,,0.8369358803673366,0.025345502576037206,0.1616969366021396
5,1,off_path,gcc,,0.6597208531868921,0.06893585593703974,0.22280199391347413
5,1,off_path,mysql,,0.8743117633819432,0.023364067989194083,0.19226287241311343
5,1,off_path,mongodb,,0.7867252241657838,0.03834117562209104,0.1870515820209015
5,1,off_path,postgres,,0.8944188861498619,0.022677480507909936,0.2230090654270786
5,1,off_path,verilator,,0.8589377970895081,0.00979554890476454,0.14228228632360115
5,1,off_path,xgboost,,0.7825631797483288,0.00036404225710327175,0.10770531772799244
10,20,off_path_reason,all,0.9185741626794258,,,
10,20,off_path_reason,clang,0.9913541666666666,,,
10,20,off_path_reason,gcc,0.9753985815602837,,,
10,20,off_path_reason,mysql,0.9723294871794872,,,
10,20,off_path_reason,mongodb,0.9566593406593407,,,
10,20,off_path_reason,postgres,0.9881270588235294,,,
10,20,off_path_reason,verilator,0.8381710280373832,,,
10,20,off_path_reason,xgboost,0.8490324427480916,,,
10,20,off_path_reason,all,,0.7787188353212173,0.016932634265761103,0.1168965577660705
10,20,off_path_reason,clang,,0.8258801530376223,0.027139642039120976,0.16168990549652165
10,20,off_path_reason,gcc,,0.6117569916948584,0.07965524143677055,0.222334808464954
10,20,off_path_reason,mysql,,0.8710255456645635,0.02389156635899027,0.19215554203327095
10,20,off_path_reason,mongodb,,0.7844044443452538,0.03871824606444876,0.186989968028501
10,20,off_path_reason,postgres,,0.888710207430072,0.023849486091306122,0.22290244343066962
10,20,off_path_reason,verilator,,0.5643238173428149,0.04585577932315644,0.1328998256567024
10,20,off_path_reason,xgboost,,0.582265650606594,0.026471558861952384,0.10633876858564419
10,20,off_path,all,0.8272330143540669,,,
10,20,off_path,clang,0.8542013888888889,,,
10,20,off_path,gcc,0.7641078014184397,,,
10,20,off_path,mysql,0.8639192307692307,,,
10,20,off_path,mongodb,0.7396,,,
10,20,off_path,postgres,0.9099823529411765,,,
10,20,off_path,verilator,0.7685700934579439,,,
10,20,off_path,xgboost,0.8704209923664122,,,
10,20,off_path,all,,0.8676515967342864,0.002815540136678342,0.11661977471079735
10,20,off_path,clang,,0.8658441200304638,0.01984312054649954,0.16090421038459513
10,20,off_path,gcc,,0.8852124127691829,0.00921034140970503,0.21566768557828514
10,20,off_path,mysql,,0.8755958121522092,0.02295532641857717,0.19210218229416753
10,20,off_path,mongodb,,0.7906557675371205,0.03669717873770789,0.1861505544530792
10,20,off_path,postgres,,0.8941211007403416,0.022689694830443193,0.22295458189251294
10,20,off_path,verilator,,0.8149676441744869,0.009513621454057626,0.13521818893782098
10,20,off_path,xgboost,,0.6927326531292717,3.7566893243990716e-05,0.0950571237437755
10,10,off_path_reason,all,0.9169904306220096,,,
10,10,off_path_reason,clang,0.9913541666666666,,,
10,10,off_path_reason,gcc,0.9754,,,
10,10,off_path_reason,mysql,0.9723307692307692,,,
10,10,off_path_reason,mongodb,0.9566593406593407,,,
10,10,off_path_reason,postgres,0.9881270588235294,,,
10,10,off_path_reason,verilator,0.8406803738317757,,,
10,10,off_path_reason,xgboost,0.8429530534351145,,,
10,10,off_path_reason,all,,0.7725351488090687,0.017214038063822924,0.11614694254448583
10,10,off_path_reason,clang,,0.8258801530376223,0.027139642039120976,0.16168990549652165
10,10,off_path_reason,gcc,,0.6118053564920298,0.0796439613559321,0.222334808464954
10,10,off_path_reason,mysql,,0.8710316748028053,0.023890382337266484,0.19215554203327095
10,10,off_path_reason,mongodb,,0.7844044443452538,0.03871824606444876,0.186989968028501
10,10,off_path_reason,postgres,,0.888710207430072,0.023849486091306122,0.22290244343066962
10,10,off_path_reason,verilator,,0.5718803522049004,0.04502884613068161,0.13323844910111293
10,10,off_path_reason,xgboost,,0.561116645990333,0.027700589655575217,0.10466686921899643
10,10,off_path,all,0.8267863636363636,,,
10,10,off_path,clang,0.8532791666666667,,,
10,10,off_path,gcc,0.7589531914893617,,,
10,10,off_path,mysql,0.8639307692307693,,,
10,10,off_path,mongodb,0.7380758241758242,,,
10,10,off_path,postgres,0.9097988235294118,,,
10,10,off_path,verilator,0.7630018691588785,,,
10,10,off_path,xgboost,0.8748828244274809,,,
10,10,off_path,all,,0.8711134026399344,0.002853080026923596,0.11713901535557944
10,10,off_path,clang,,0.8671280037932183,0.01955233566003166,0.16082259252786144
10,10,off_path,gcc,,0.8781396695533051,0.010418706097842286,0.2152264803335195
10,10,off_path,mysql,,0.8755096854974945,0.022975401014144692,0.19210561901567275
10,10,off_path,mongodb,,0.7885948603674207,0.037507004175059644,0.18657081777478723
10,10,off_path,postgres,,0.8939953598673624,0.022690190223034746,0.22292691389459127
10,10,off_path,verilator,,0.8128813964568933,0.009563038920476778,0.13494581342401726
10,10,off_path,xgboost,,0.7061685725166797,2.5070138509128807e-05,0.09688758198806356
10,1,off_path_reason,all,0.9201088516746412,,,
10,1,off_path_reason,clang,0.9913902777777778,,,
10,1,off_path_reason,gcc,0.9754709219858156,,,
10,1,off_path_reason,mysql,0.9727205128205129,,,
10,1,off_path_reason,mongodb,0.9574153846153847,,,
10,1,off_path_reason,postgres,0.9882129411764706,,,
10,1,off_path_reason,verilator,0.8618757009345794,,,
10,1,off_path_reason,xgboost,0.8437927480916031,,,
10,1,off_path_reason,all,,0.7829314024137422,0.01638412269741471,0.11643858049761982
10,1,off_path_reason,clang,,0.8271874941853788,0.026928534932670136,0.16169178703644083
10,1,off_path_reason,gcc,,0.6135217451902402,0.07931518822356154,0.2224063472205346
10,1,off_path_reason,mysql,,0.8729735768224821,0.023519629812799436,0.19215992449287767
10,1,off_path_reason,mongodb,,0.7880162851742424,0.038095168773802285,0.18704961743966614
10,1,off_path_reason,postgres,,0.8895573030816065,0.02366613292940179,0.22290882241449458
10,1,off_path_reason,verilator,,0.6372322414226816,0.038970380260437656,0.13726017601777324
10,1,off_path_reason,xgboost,,0.577436492358351,0.026906338833352795,0.10611115091397652
10,1,off_path,all,0.8288082535885167,,,
10,1,off_path,clang,0.8554541666666666,,,
10,1,off_path,gcc,0.7710489361702128,,,
10,1,off_path,mysql,0.8604141025641026,,,
10,1,off_path,mongodb,0.7484021978021979,,,
10,1,off_path,postgres,0.9092105882352941,,,
10,1,off_path,verilator,0.7631364485981308,,,
10,1,off_path,xgboost,0.8718232824427481,,,
10,1,off_path,all,,0.8789405196096669,0.002441094441418745,0.11761327571652365
10,1,off_path,clang,,0.8779913446355668,0.017804594971354597,0.16084467929779256
10,1,off_path,gcc,,0.9161789999098159,0.005352217921058729,0.219031873081664
10,1,off_path,mysql,,0.8822545615410287,0.021692220919303017,0.1921254083505616
10,1,off_path,mongodb,,0.8148992005054138,0.030828258719512634,0.1848642392103188
10,1,off_path,postgres,,0.8959719116002167,0.022296182620495555,0.2229756135598088
10,1,off_path,verilator,,0.8378392331519046,0.008388459274657853,0.13762085172254596
10,1,off_path,xgboost,,0.7170919720106674,9.54594894848165e-05,0.09845629334613878
